,City,Cloudiness,Country,Date,Humidity,Lng,Lat,Max Temp,Wind Speed
512,kasongo-lunda,0,PL,1561519337,82,15.05,53.34,294.26,3.1
513,kasongo-lunda,100,GH,1561519338,91,0.9,5.79,297.015,3.5
514,kasongo-lunda,24,RU,1561519339,82,44.05,53.19,285.915,3.61
515,kasongo-lunda,9,HN,1561519341,79,-85.85,16.45,301.515,10.22
516,kasongo-lunda,75,IN,1561519343,59,82.68,26.06,306.15,5.7
517,kasongo-lunda,0,MN,1561519347,30,113.28,46.68,298.215,5.2
518,kasongo-lunda,1,US,1561519348,72,-78.92,40.33,293.71,2.6
519,kasongo-lunda,0,AR,1561519350,57,-58.17,-26.19,284.15,5.7
520,kasongo-lunda,40,PF,1561519352,65,-149.87,-17.57,301.15,2.6
521,kasongo-lunda,91,RU,1561519354,75,135.31,54.72,282.815,1.9
522,kasongo-lunda,100,PG,1561519356,94,150.67,-10.62,297.515,2.86
523,kasongo-lunda,75,MU,1561519253,83,57.61,-19.98,297.15,5.1
524,kasongo-lunda,73,ET,1561519360,90,34.53,10.07,291.215,1.84
525,kasongo-lunda,67,RU,1561519362,87,31.9,54.43,287.315,2.53
526,kasongo-lunda,75,MY,1561519364,79,113.03,3.17,303.15,1.5
527,kasongo-lunda,48,BE,1561519365,93,4.87,50.34,292.15,1.0
528,kasongo-lunda,39,ZM,1561519366,70,31.37,-8.85,285.515,1.68
529,kasongo-lunda,0,RU,1561519368,48,76.63,66.08,282.915,4.07
530,kasongo-lunda,20,CA,1561519269,88,-79.87,43.26,294.82,2.6
531,kasongo-lunda,100,RU,1561519270,71,135.83,46.45,295.915,2.65
532,kasongo-lunda,40,PT,1561519371,77,-7.71,38.31,291.15,0.5
533,kasongo-lunda,100,CM,1561519373,92,11.98,2.93,292.615,1.73
534,kasongo-lunda,20,BR,1561519261,88,-35.46,-5.2,297.15,1.5
535,kasongo-lunda,90,RU,1561519377,96,36.54,61.81,283.215,2.42
536,kasongo-lunda,1,US,1561519331,20,-104.52,33.39,303.15,6.2
537,kasongo-lunda,75,AU,1561519383,55,150.48,-35.36,290.15,3.1
538,kasongo-lunda,75,CA,1561519385,26,-124.52,49.84,295.15,1.5
539,kasongo-lunda,0,AU,1561519386,79,146.17,-41.16,287.04,1.34
540,kasongo-lunda,100,CL,1561519388,86,-70.99,-34.58,277.15,1.5
541,kasongo-lunda,99,CO,1561519391,88,-76.12,5.35,297.215,1.37
542,kasongo-lunda,0,DZ,1561519392,6,-0.29,27.87,305.15,2.6
543,kasongo-lunda,47,RU,1561519394,44,123.37,66.77,298.015,5.28
544,kasongo-lunda,10,IN,1561519112,81,78.62,30.78,281.315,2.2
545,kasongo-lunda,8,CL,1561519396,94,-70.49,-25.41,281.315,0.25
546,kasongo-lunda,100,CN,1561519398,94,103.21,35.6,286.515,1.66
547,kasongo-lunda,75,IE,1561519328,93,-9.27,51.55,288.15,3.1
548,kasongo-lunda,75,EC,1561519400,93,-78.55,-0.39,285.15,2.6
549,kasongo-lunda,0,BR,1561519233,54,-49.14,-14.52,293.915,0.82
550,kasongo-lunda,8,AT,1561519402,93,13.46,48.57,292.59,1.5
551,kasongo-lunda,0,NZ,1561519404,67,167.72,-45.41,280.715,4.25
552,kasongo-lunda,0,RS,1561519406,88,20.86,45.45,293.71,1.0
553,kasongo-lunda,3,BW,1561519410,46,23.93,-23.98,282.115,5.62
554,kasongo-lunda,0,TR,1561519411,79,31.18,38.3,289.415,1.92
555,kasongo-lunda,100,SE,1561519413,87,18.3,57.64,289.82,2.6
556,kasongo-lunda,0,CD,1561519415,69,16.82,-6.48,288.915,0.82
